"";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14"
"17836";29;1;163003;13;3;9;2;2;0;2202;0;40;28;1
"17837";25;1;194352;13;2;6;4;1;0;0;0;44;1;1
"17838";62;NA;54878;9;5;NA;4;1;0;0;0;25;1;1
"17839";23;1;393248;10;3;9;2;1;1;0;0;40;1;1
"17840";38;1;279315;9;3;3;2;5;1;0;0;40;1;1
"17841";33;1;392812;10;1;7;3;1;1;0;0;50;1;2
"17842";49;3;34998;10;1;10;3;1;1;0;0;60;1;1
"17843";57;3;51016;9;1;5;3;1;1;0;0;60;1;2
"17844";57;5;132717;13;1;5;3;1;1;0;0;45;1;1
"17845";46;1;186078;10;3;8;4;1;0;0;0;45;1;1
"17846";37;3;196123;14;1;5;3;1;1;0;0;70;1;2
"17847";43;3;304906;13;1;4;3;1;1;0;0;45;1;2
"17848";26;1;41521;9;3;3;4;1;0;0;0;35;1;1
"17849";40;1;346847;11;4;6;5;1;0;0;0;40;1;1
"17850";39;2;107233;9;3;2;5;3;1;0;0;40;1;1
"17851";39;1;150125;12;2;3;6;5;0;0;0;40;1;1
"17852";31;1;400535;10;1;9;3;1;1;0;0;40;1;1
"17853";31;1;409622;13;1;8;3;4;1;0;0;36;21;1
"17854";27;1;136448;13;3;9;4;5;0;0;0;40;1;1
"17855";36;2;202950;13;1;5;3;1;1;0;0;50;14;1
"17856";40;5;197012;13;2;1;4;1;0;8614;0;40;3;2
"17857";57;1;237691;9;1;3;3;1;1;0;0;40;21;1
"17858";24;1;170277;9;3;3;4;1;0;0;0;35;1;1
"17859";30;1;160784;10;3;4;4;1;1;0;0;45;1;1
"17860";28;1;33798;8;3;11;4;1;1;0;0;50;1;1
"17861";22;1;197838;13;3;5;4;1;1;0;0;40;1;1
"17862";31;1;223212;4;3;7;2;1;1;0;0;50;1;1
"17863";33;1;125762;9;1;4;3;1;1;0;0;44;1;2
"17864";20;1;283969;10;3;7;5;1;1;0;0;15;1;1
"17865";25;1;374163;8;1;10;3;4;1;0;0;60;21;1
"17866";49;6;118567;10;1;10;3;1;1;0;0;40;1;1
"17867";21;1;147655;9;3;3;2;1;0;0;0;35;1;1
"17868";45;1;82797;13;1;5;3;1;1;0;0;45;1;2
"17869";36;5;142573;9;1;5;3;1;1;0;0;45;1;2
"17870";41;1;235167;3;6;12;4;1;0;0;0;32;21;1
"17871";23;1;53245;13;3;4;4;1;1;0;1602;12;1;1
"17872";47;1;28035;13;1;5;3;1;1;0;0;50;1;2
"17873";41;1;247082;9;2;5;4;1;1;0;0;50;1;1
"17874";30;1;123397;9;3;7;6;1;0;0;0;40;1;1
"17875";29;5;133327;10;3;10;4;1;1;0;0;40;1;1
"17876";31;1;102270;4;2;8;6;1;0;0;0;40;1;1
"17877";64;NA;45817;5;1;NA;3;1;1;0;0;50;1;1
"17878";55;1;240988;5;1;8;5;2;1;0;0;40;16;1
"17879";19;1;386378;9;3;3;4;1;1;0;0;35;1;1
"17880";31;6;350651;8;1;1;1;1;0;0;0;40;1;2
"17881";18;6;76142;7;3;3;2;1;1;0;0;8;1;1
"17882";68;1;73773;9;5;4;4;1;0;0;0;24;1;1
"17883";50;NA;281504;10;1;NA;3;1;1;0;0;40;1;1
"17884";36;5;293358;10;3;5;6;5;0;0;0;48;1;1
"17885";44;1;146906;15;1;6;3;1;1;0;0;50;1;2
"17886";58;2;331474;9;1;9;1;1;0;0;0;20;1;2
"17887";20;1;213719;9;3;4;2;5;0;0;0;20;1;1
"17888";18;1;101795;6;3;7;2;1;1;0;0;40;1;1
"17889";32;1;228265;9;3;7;2;1;0;0;0;30;1;1
"17890";49;2;130206;9;2;3;4;1;0;0;0;40;1;1
"17891";34;1;324254;9;1;8;3;1;1;0;0;40;1;1
"17892";22;1;223019;9;3;9;4;1;0;0;0;40;1;1
"17893";40;1;189666;9;1;3;3;1;1;0;0;45;1;1
"17894";35;1;139086;9;1;7;3;1;1;0;0;40;1;1
"17895";26;1;359327;10;1;4;3;1;1;0;0;50;NA;1
"17896";44;2;75065;8;1;5;3;2;1;0;0;60;20;1
"17897";55;1;139843;9;2;5;4;1;0;0;0;60;1;1
"17898";21;1;34310;11;1;2;3;1;1;0;2603;40;1;1
"17899";54;1;346014;10;1;2;1;1;0;0;0;40;1;1
"17900";39;5;163278;10;3;9;4;1;0;2202;0;44;1;1
"17901";52;1;31460;9;2;3;4;1;1;0;0;38;1;1
"17902";57;3;33725;13;1;2;3;1;1;0;0;50;1;2
"17903";67;NA;63552;4;5;NA;4;1;0;0;0;35;1;1
"17904";58;6;300623;9;2;9;6;1;0;0;0;40;1;1
"17905";27;5;177072;10;3;6;5;1;1;0;0;16;1;1
"17906";66;NA;37331;9;1;NA;3;1;1;0;0;15;1;1
"17907";41;1;167725;10;2;8;4;1;1;0;0;40;1;1
"17908";18;1;131180;7;3;6;2;1;0;0;0;16;1;1
"17909";58;1;275859;9;5;2;6;1;1;8614;0;52;21;2
"17910";50;1;275181;3;2;3;4;1;1;0;0;37;13;1
"17911";31;1;398988;10;3;5;4;1;1;0;0;40;1;1
"17912";32;1;222654;6;2;8;4;1;1;0;0;40;1;1
"17913";37;2;111129;10;1;2;3;1;1;0;0;45;1;1
"17914";26;2;137795;13;1;5;3;1;1;0;0;20;1;1
"17915";33;5;242150;11;1;1;3;1;1;0;0;50;1;1
"17916";35;6;237873;9;3;3;6;5;0;0;0;40;1;1
"17917";44;1;367749;13;3;6;4;1;0;0;0;45;21;1
"17918";26;1;206600;13;3;2;2;1;1;0;0;40;21;1
"17919";48;4;247043;9;2;9;4;1;1;0;0;40;1;1
"17920";40;1;187702;13;3;1;4;1;1;0;0;40;1;1
"17921";62;1;41718;6;1;4;3;1;1;0;0;35;1;1
"17922";37;1;151835;15;1;4;3;1;1;0;0;45;1;2
"17923";18;1;118938;7;3;4;2;1;1;0;0;18;1;1
"17924";48;1;224870;9;2;8;5;4;0;0;0;38;27;1
"17925";45;1;178341;14;1;6;3;1;1;0;0;50;1;1
"17926";35;1;61343;10;1;4;3;1;1;0;0;45;1;1
"17927";35;1;36989;9;2;2;6;1;1;0;0;40;1;1
"17928";34;2;226296;9;1;6;3;1;1;0;0;51;1;1
"17929";29;1;186624;9;1;3;1;1;0;0;0;40;13;1
"17930";19;1;172582;10;3;4;2;1;1;0;0;30;1;1
"17931";53;6;227392;10;1;13;3;1;1;0;0;60;1;1
"17932";49;1;187563;10;2;3;4;1;1;0;0;40;1;1
"17933";71;1;137499;9;5;4;5;1;0;0;0;16;1;1
"17934";38;1;239397;4;1;2;3;1;1;0;0;36;21;1
"17935";39;5;327164;14;1;5;3;1;1;0;0;45;1;1
"17936";23;1;140798;13;3;9;4;1;0;0;0;40;1;1
"17937";29;3;187450;13;1;4;3;1;1;0;0;50;1;2
"17938";52;1;194580;3;2;10;6;1;1;0;0;40;1;1
"17939";41;1;372682;10;1;9;1;1;0;0;0;40;1;2
"17940";20;1;235442;10;3;3;4;1;1;0;0;35;1;1
"17941";30;1;128065;10;1;1;3;1;1;0;0;45;1;1
"17942";56;1;91545;6;2;9;6;5;0;0;0;36;1;1
"17943";26;1;154604;9;2;4;6;1;0;0;0;40;1;1
"17944";36;4;192150;9;2;9;6;1;0;0;0;40;1;1
"17945";26;5;216522;13;3;6;2;5;0;0;0;42;1;1
"17946";58;1;156040;12;1;8;3;5;1;0;1848;40;1;2
"17947";24;1;206861;13;3;9;2;1;1;0;0;40;1;1
"17948";41;1;97632;10;2;4;4;2;0;0;0;32;1;1
"17949";27;1;189530;10;3;4;2;1;1;0;0;35;1;1
"17950";28;6;381789;10;4;5;2;1;1;0;2339;40;1;1
"17951";57;3;368797;9;1;5;3;1;1;0;0;40;1;1
"17952";21;6;41183;10;3;6;2;1;0;0;0;20;1;1
"17953";50;1;191062;9;1;7;3;1;1;0;0;40;1;1
"17954";27;1;132963;9;1;7;3;5;1;0;0;40;1;1
"17955";58;1;153551;13;3;6;4;1;0;0;0;60;1;1
"17956";27;2;66473;13;1;5;3;1;1;0;0;50;1;1
"17957";36;1;240323;9;4;4;6;5;0;0;0;17;1;1
"17958";68;5;242095;13;1;5;3;1;1;20051;0;40;1;2
"17959";33;3;128016;9;5;4;6;1;0;0;0;40;1;1
"17960";19;1;29526;10;3;3;2;1;0;0;0;18;1;1
"17961";26;1;342953;9;4;9;6;5;0;0;0;40;1;1
"17962";37;1;215476;9;3;7;6;5;0;0;0;30;1;1
"17963";53;1;231919;9;1;8;3;1;1;0;0;45;1;1
"17964";32;1;52537;10;3;1;4;5;1;0;0;38;1;1
"17965";18;1;27920;7;3;5;2;1;0;0;0;25;1;1
"17966";53;1;153052;9;1;2;3;1;1;0;0;40;1;2
"17967";40;2;199303;13;1;6;3;1;1;0;0;40;1;1
"17968";50;1;233369;10;2;6;6;1;0;0;0;40;1;1
"17969";43;1;345789;13;1;6;1;1;0;15024;0;50;1;2
"17970";60;1;238913;13;1;4;3;1;1;0;0;46;1;2
"17971";28;2;195607;9;1;4;1;1;0;0;0;40;1;1
"17972";34;1;245173;9;2;4;4;1;1;0;1669;45;1;1
"17973";37;1;138441;9;2;11;4;1;1;0;0;40;1;1
"17974";25;1;67467;9;1;1;3;1;1;0;0;40;1;1
"17975";46;1;102569;14;1;5;3;1;1;15024;0;65;1;2
"17976";21;1;213341;7;6;7;2;1;1;0;1762;40;25;1
"17977";26;1;37202;13;3;6;4;1;0;0;0;45;1;1
"17978";47;1;140219;9;3;9;5;1;0;0;0;40;1;1
"17979";18;1;298860;8;3;7;2;1;1;0;0;20;1;1
"17980";22;1;51362;13;3;4;4;1;0;0;0;16;1;1
"17981";36;1;199947;10;2;8;2;1;0;0;0;30;1;1
"17982";59;2;32552;9;1;11;3;1;1;0;0;48;1;1
"17983";33;1;183845;9;1;3;1;1;0;0;0;38;37;1
"17984";33;1;181091;6;2;2;4;1;1;0;0;35;3;1
"17985";53;3;135643;13;1;9;1;2;0;0;0;50;11;1
"17986";44;6;96249;10;1;5;3;1;1;3411;0;40;1;1
"17987";55;1;181220;9;1;5;3;1;1;0;0;50;1;1
"17988";56;1;133025;9;1;11;3;1;1;0;0;50;1;1
"17989";54;2;124865;10;2;4;4;1;0;0;0;35;1;1
"17990";51;1;45599;9;2;6;4;1;1;0;0;40;1;1
"17991";31;1;194293;10;3;9;4;1;0;2463;0;38;1;1
"17992";43;1;102180;14;1;5;3;1;1;0;0;50;1;2
"17993";44;1;121130;9;2;3;6;1;0;0;0;40;1;1
"17994";22;1;138768;10;3;5;2;1;1;0;0;50;1;1
"17995";43;6;98989;9;1;3;3;3;1;0;0;40;1;1
"17996";26;6;126327;12;3;9;6;5;0;0;0;40;1;1
"17997";30;1;113364;13;3;4;2;1;1;0;0;18;1;1
"17998";30;1;326199;5;1;2;3;1;1;2580;0;40;1;1
"17999";46;1;376789;9;3;3;4;1;1;0;0;15;1;1
"18000";27;1;137063;13;1;4;3;1;1;0;0;50;1;1
"18001";26;1;279145;9;1;2;3;1;1;0;0;50;1;1
"18002";36;1;178815;13;3;5;4;1;1;8614;0;40;1;2
"18003";25;2;245369;9;4;2;2;1;1;0;0;35;1;1
"18004";30;4;49593;15;3;6;4;5;0;0;0;40;1;1
"18005";46;6;238648;9;1;3;3;5;1;7298;0;40;1;2
"18006";47;1;166181;10;1;9;1;5;0;0;0;48;1;2
"18007";66;3;249043;13;1;4;3;1;1;5556;0;26;1;2
"18008";43;1;156403;6;1;7;3;1;1;0;0;40;1;1
"18009";71;NA;128529;9;5;NA;4;1;0;0;0;20;1;1
"18010";36;4;186934;13;1;9;3;1;1;0;1848;55;1;2
"18011";46;NA;148489;9;6;NA;4;2;1;0;0;40;16;1
"18012";44;5;387770;10;5;9;6;1;0;0;0;15;1;1
"18013";42;1;115511;16;1;6;3;1;1;0;0;50;1;1
"18014";39;1;201410;13;1;11;3;1;1;0;1977;45;16;2
"18015";36;1;220585;12;1;5;3;1;1;0;0;50;1;2
"18016";60;2;282066;13;1;5;3;1;1;0;1977;45;1;2
"18017";37;1;280966;10;1;8;3;1;1;0;0;50;1;2
"18018";26;1;291586;13;3;11;2;1;1;0;0;20;1;1
"18019";24;1;142227;13;3;9;4;1;0;0;0;30;1;1
"18020";17;NA;104025;7;3;NA;2;1;1;0;0;18;1;1
"18021";45;5;148254;14;2;6;4;1;0;0;0;35;1;1
"18022";54;1;170562;10;1;5;3;1;1;0;0;48;1;2
"18023";22;1;222490;10;3;4;2;1;0;0;0;30;1;1
"18024";63;5;57674;14;1;6;3;1;1;0;0;48;1;1
"18025";22;1;233624;9;1;2;3;1;1;0;0;43;1;1
"18026";27;1;42734;10;3;3;4;1;1;0;0;25;1;1
"18027";33;1;233107;5;1;2;3;1;1;0;0;33;21;1
"18028";64;1;143110;13;5;6;4;1;0;0;0;30;1;1
"18029";50;1;195844;12;1;5;3;1;1;0;0;50;1;2
"18030";44;2;115896;11;5;6;6;1;0;0;0;40;1;1
"18031";31;1;303851;9;1;11;3;1;1;0;0;50;1;1
"18032";44;1;172475;9;2;9;4;2;0;0;0;40;20;1
"18033";53;2;30008;6;1;10;3;1;1;0;0;35;1;1
"18034";33;5;147921;9;5;3;6;1;0;0;0;40;1;1
"18035";34;4;172716;8;1;14;3;1;1;0;0;40;1;1
"18036";27;1;155057;9;3;11;4;1;1;0;0;70;1;1
"18037";43;NA;152569;11;5;NA;4;1;0;0;2339;36;1;1
"18038";80;2;132728;9;3;5;4;1;1;0;0;20;1;1
"18039";31;1;195136;12;2;3;4;1;0;0;0;32;1;1
"18040";40;1;377322;9;1;2;3;5;1;0;0;40;1;2
"18041";53;5;293941;13;1;6;3;1;1;0;0;40;1;1
"18042";58;1;182123;9;1;8;3;1;1;0;0;44;1;1
"18043";38;1;32528;10;1;5;3;1;1;0;0;40;1;2
"18044";33;1;140206;15;1;6;3;1;1;0;0;40;1;2
"18045";48;5;378221;13;1;5;3;1;1;0;0;60;21;2
"18046";23;1;211601;10;1;5;1;5;0;0;0;40;1;1
"18047";31;2;119411;9;3;2;2;1;1;0;0;50;1;1
"18048";52;2;240013;14;1;4;3;1;1;0;0;70;1;1
"18049";24;1;95552;9;3;1;2;1;1;0;0;40;1;1
"18050";45;2;183710;5;1;10;3;1;1;0;0;40;1;1
"18051";36;1;189382;9;1;9;1;1;0;0;0;40;1;2
"18052";52;1;380633;3;5;3;6;1;0;0;0;40;21;1
"18053";54;1;53407;9;1;2;3;1;1;0;0;40;1;1
"18054";39;1;150480;15;1;6;3;1;1;0;0;55;1;2
"18055";40;1;175674;13;1;4;3;1;1;0;0;50;1;2
"18056";28;1;375313;9;3;1;4;2;1;0;0;50;1;1
"18057";21;NA;278391;10;3;NA;2;1;1;0;0;16;1;1
"18058";23;1;212888;10;3;9;4;1;0;0;0;40;1;1
"18059";36;3;487085;4;3;2;6;5;1;0;0;40;1;1
"18060";22;1;174461;10;3;9;2;1;0;0;0;15;1;1
"18061";55;5;133201;14;1;5;3;1;1;0;0;50;1;1
"18062";71;1;77253;9;3;7;4;1;1;0;0;17;1;1
"18063";47;1;141511;16;1;6;3;1;1;0;0;60;1;2
"18064";17;3;181608;6;3;4;2;1;1;0;0;12;1;1
"18065";31;1;127610;13;1;5;1;1;0;0;0;50;1;2
"18066";32;1;154571;10;3;3;5;2;1;0;0;40;NA;1
"18067";46;1;33842;10;1;11;3;1;1;3103;0;40;1;2
"18068";27;1;150080;13;3;5;2;1;0;0;0;40;1;1
"18069";39;4;30916;10;1;5;3;1;1;0;1902;50;1;2
"18070";40;1;151294;9;2;7;4;1;0;0;0;48;1;1
"18071";30;1;48829;9;3;4;4;1;0;0;1602;30;1;1
"18072";17;1;193769;5;3;3;6;1;1;0;0;20;1;1
"18073";33;1;277455;14;3;6;4;1;1;0;0;40;1;1
"18074";72;1;225780;16;3;6;4;1;1;0;0;30;1;1
"18075";34;4;436341;10;7;9;1;1;0;0;0;40;1;2
"18076";65;1;255386;9;3;2;5;2;1;0;0;40;2;1
"18077";36;1;174938;13;1;6;3;1;1;0;1887;50;1;2
"18078";32;1;174789;9;3;8;6;1;1;0;0;40;1;1
"18079";26;1;245628;10;3;9;5;1;1;0;0;40;21;1
"18080";22;1;228752;9;3;7;4;1;1;0;0;40;1;1
"18081";47;1;354148;15;1;6;3;1;1;99999;0;48;1;2
"18082";31;1;192900;10;3;3;4;1;1;0;0;40;1;1
"18083";28;2;190391;13;3;4;4;1;1;0;0;50;1;1
"18084";38;1;353263;14;3;9;4;1;0;0;0;50;17;2
"18085";34;1;113198;12;1;9;3;1;1;0;0;28;1;1
"18086";44;1;207578;13;1;6;3;1;1;0;0;35;1;2
"18087";27;1;93206;10;3;7;2;2;1;0;0;40;1;1
"18088";50;5;163998;13;1;13;3;1;1;0;0;44;1;2
"18089";47;1;111961;9;1;3;1;5;0;0;0;30;1;1
"18090";20;1;219122;10;3;3;4;1;1;0;0;40;1;1
"18091";24;1;111445;9;3;4;4;1;1;0;0;38;1;1
"18092";29;4;309778;10;1;1;3;1;1;0;0;40;1;2
"18093";37;5;223020;11;3;3;6;5;0;0;0;32;1;1
"18094";42;1;303155;12;2;9;4;1;1;0;0;40;1;1
"18095";20;NA;41035;10;3;NA;2;1;1;0;0;20;1;1
"18096";68;1;159191;10;3;9;4;1;0;0;0;40;1;1
"18097";22;5;244408;10;3;9;4;2;0;0;0;40;20;1
"18098";72;2;473748;9;1;4;3;1;1;0;0;30;1;1
"18099";45;4;71823;10;1;9;3;5;1;0;0;20;1;1
"18100";30;5;83066;9;1;3;3;5;1;0;0;40;1;1
"18101";33;1;150154;9;1;2;3;1;1;0;0;40;1;1
"18102";43;1;190786;9;1;3;3;1;1;0;0;40;1;2
"18103";56;1;178033;10;5;5;4;1;1;4416;0;60;1;1
"18104";25;2;159909;11;1;10;3;1;1;0;0;40;1;1
"18105";41;1;190885;9;2;12;4;1;0;0;0;40;32;1
"18106";25;1;243786;13;3;3;4;1;0;0;0;37;1;1
"18107";31;6;124020;12;1;1;3;1;1;0;0;40;1;2
"18108";36;1;159016;9;1;8;3;1;1;0;0;38;1;1
"18109";37;1;183800;13;1;5;3;1;1;0;0;40;1;2
"18110";58;2;193434;9;1;2;3;1;1;0;0;20;1;1
"18111";26;1;245029;13;3;9;4;5;0;0;0;40;1;1
"18112";55;1;98746;10;1;1;3;1;1;0;0;50;5;2
"18113";46;4;140664;10;1;5;3;1;1;0;0;48;1;2
"18114";44;1;344920;13;3;9;4;1;0;0;1617;20;1;1
"18115";44;1;169980;7;1;3;3;5;1;0;0;60;1;1
"18116";28;6;155397;13;3;5;4;1;1;0;0;55;1;1
"18117";42;1;245317;6;1;11;3;1;1;0;0;50;1;1
"18118";41;1;74182;9;2;2;4;1;1;0;0;40;1;1
"18119";39;1;280570;13;1;5;3;1;1;0;0;45;1;1
"18120";64;2;30664;11;1;10;3;1;1;0;0;30;1;1
"18121";20;1;109952;10;3;7;2;1;1;0;0;25;1;1
"18122";45;5;192793;10;1;13;3;1;1;0;0;40;1;2
"18123";31;1;243442;9;1;9;3;1;1;0;0;50;1;1
"18124";36;4;106297;14;1;5;3;1;1;0;0;40;1;2
"18125";32;1;328060;5;4;3;6;4;0;0;0;40;21;1
"18126";33;2;48702;11;1;10;3;1;1;0;0;65;1;1
"18127";51;2;111283;9;2;5;4;1;0;99999;0;35;1;2
"18128";36;1;484024;9;2;8;6;1;1;0;0;40;1;1
"18129";40;1;208470;9;3;2;4;1;1;0;0;40;1;1
"18130";44;1;172032;11;1;9;3;1;1;7298;0;51;1;2
"18131";40;1;29927;9;2;9;6;1;0;0;0;45;3;1
"18132";46;1;98012;11;2;9;4;1;0;0;0;40;1;1
"18133";31;2;108468;15;1;6;3;1;1;0;0;60;1;2
"18134";30;1;207301;9;3;4;4;1;0;0;1980;40;1;1
"18135";26;1;168403;9;1;7;3;1;1;0;0;40;1;1
"18136";25;1;66935;13;3;3;5;1;1;0;0;40;1;1
"18137";35;2;42044;12;1;2;3;1;1;0;0;40;1;1
"18138";29;1;184806;15;3;6;5;1;1;0;0;50;1;1
"18139";39;1;1455435;12;4;2;4;1;1;0;0;40;1;1
"18140";44;2;445382;10;2;3;6;1;1;0;0;40;1;1
"18141";37;1;278576;9;1;8;3;1;1;0;0;60;1;2
"18142";79;2;84979;11;1;4;3;1;1;0;0;20;1;2
"18143";36;1;659504;13;1;5;3;5;1;0;0;45;1;2
"18144";44;1;136986;10;1;2;3;1;1;0;0;60;1;2
"18145";23;1;278107;9;1;8;3;1;1;0;1573;30;1;1
"18146";27;1;96219;13;3;9;4;1;0;0;0;45;1;1
"18147";46;2;131091;13;1;4;3;1;1;0;1902;40;1;2
"18148";58;1;205410;9;1;2;3;1;1;0;0;40;1;1
"18149";36;1;416745;12;2;5;4;1;1;0;0;48;1;1
"18150";36;1;180667;9;1;2;3;1;1;0;1887;60;1;2
"18151";21;1;72119;10;3;9;4;1;1;0;0;45;1;1
"18152";41;6;108945;9;3;11;4;1;0;14344;0;40;1;2
"18153";49;4;195949;9;1;8;3;1;1;0;0;40;1;1
"18154";34;1;101345;13;1;4;1;1;0;0;0;40;1;2
"18155";29;1;439263;9;1;13;3;1;1;0;0;35;39;1
"18156";63;1;213095;13;1;5;3;1;1;0;0;50;1;2
"18157";29;4;59932;13;3;6;4;1;0;0;0;40;1;1
"18158";65;1;172815;10;1;10;3;1;1;0;0;40;1;1
"18159";26;1;40915;13;3;3;4;1;0;0;0;25;1;1
"18160";42;1;139012;16;1;6;3;2;1;0;0;40;28;2
"18161";44;1;121781;10;2;9;4;2;0;0;0;37;1;1
"18162";51;NA;130667;9;4;NA;4;5;1;0;0;6;1;1
"18163";41;2;147110;9;1;8;3;1;1;0;0;25;1;1
"18164";22;5;237811;12;3;9;2;5;0;0;0;35;29;1
"18165";36;NA;128640;10;1;NA;1;1;0;0;0;25;1;1
"18166";18;1;111476;7;3;7;2;1;1;0;0;40;1;1
"18167";33;5;289716;6;1;11;3;1;1;0;0;40;1;1
"18168";46;5;141944;13;1;6;3;1;1;0;0;38;1;2
"18169";49;1;323773;7;1;12;5;1;0;0;0;40;1;1
"18170";41;6;176663;9;1;9;1;1;0;0;0;40;1;1
"18171";52;1;155233;10;2;9;6;1;0;0;0;40;1;1
"18172";40;1;143327;10;4;7;4;1;1;0;0;40;1;1
"18173";53;4;177212;10;3;6;6;1;0;0;0;40;1;1
"18174";45;2;123088;9;1;2;3;1;1;0;0;50;1;1
"18175";30;5;47085;6;1;2;3;1;1;0;0;40;1;1
"18176";56;1;102106;9;1;7;3;1;1;0;0;40;1;1
"18177";24;1;235894;9;1;2;3;1;1;0;0;40;1;1
"18178";71;2;172046;4;1;10;3;1;1;0;0;50;1;1
"18179";20;2;197207;9;2;4;4;1;0;0;0;30;1;1
"18180";26;1;152452;13;1;1;3;1;1;0;0;50;1;1
"18181";34;1;172928;9;1;4;3;1;1;0;0;65;1;1
"18182";36;NA;214896;5;2;NA;6;1;0;0;0;40;21;1
"18183";49;1;116338;9;4;6;6;1;0;0;653;60;1;1
"18184";48;1;276664;16;1;6;3;1;1;0;1902;50;1;2
"18185";22;1;59924;9;3;3;2;1;0;0;0;40;1;1
"18186";30;1;194141;10;2;8;4;1;1;0;1617;40;1;1
"18187";51;1;95128;9;2;2;4;1;1;0;0;40;1;1
"18188";46;1;292504;10;6;4;6;1;0;0;0;40;1;1
"18189";32;3;45796;9;1;5;3;1;1;0;0;45;1;1
"18190";42;1;119359;15;1;4;1;3;0;15024;0;40;11;2
"18191";52;6;104280;10;1;1;3;1;1;0;0;50;1;1
"18192";57;1;172291;9;2;9;5;5;0;0;0;40;1;1
"18193";35;1;180988;10;2;9;6;1;0;0;0;39;1;1
"18194";52;1;110748;14;1;6;3;1;1;0;0;50;1;2
"18195";59;NA;556688;5;2;NA;4;1;0;0;0;12;1;1
"18196";36;1;22494;10;2;5;6;1;0;0;0;40;1;1
"18197";33;1;267859;10;1;5;3;1;1;0;0;40;13;2
"18198";67;5;256821;9;2;13;4;5;1;0;0;20;1;1
"18199";31;2;117346;10;1;4;3;1;1;0;0;48;1;1
"18200";31;1;62374;9;1;6;3;1;1;0;0;50;1;1
"18201";28;1;314659;10;3;8;4;1;1;0;0;42;1;1
"18202";72;NA;114761;4;5;NA;6;1;0;0;0;20;1;1
"18203";36;1;93225;9;2;2;4;1;1;0;0;40;1;1
"18204";58;2;165315;9;1;4;3;1;1;0;0;35;1;2
"18205";56;1;124771;9;1;8;3;1;1;0;0;40;1;1
"18206";35;1;27408;10;3;4;4;1;1;0;0;40;1;1
"18207";37;1;198841;11;1;2;3;1;1;0;0;40;1;2
"18208";44;1;271792;13;6;5;6;1;0;0;0;40;1;1
"18209";26;1;64289;9;3;10;2;1;1;0;0;40;1;1
"18210";51;1;183390;9;1;11;3;1;1;0;0;40;1;1
"18211";31;1;240771;10;1;2;3;1;1;4386;0;50;1;2
"18212";30;1;234919;10;3;4;2;1;0;0;0;40;37;1
"18213";20;1;88231;10;3;9;4;1;0;0;0;40;1;1
"18214";21;1;154422;10;3;9;2;2;0;0;0;40;1;1
"18215";37;1;119098;13;1;6;3;1;1;0;0;50;1;2
"18216";53;6;151580;11;1;6;3;1;1;4386;0;40;1;2
"18217";54;1;118793;9;1;9;3;1;1;0;0;45;1;1
"18218";32;NA;30499;13;2;NA;6;1;0;0;0;32;1;1
"18219";34;NA;166545;10;1;NA;1;1;0;7688;0;6;1;2
"18220";30;1;271710;13;1;4;3;1;1;7298;0;50;1;2
"18221";43;6;308498;9;6;5;6;1;0;0;0;40;1;1
"18222";48;1;172695;11;2;3;2;1;0;0;0;40;1;1
"18223";42;2;29962;13;1;4;3;1;1;0;0;48;1;1
"18224";62;1;200332;9;1;8;3;1;1;0;0;40;1;1
"18225";31;1;291702;9;1;2;3;1;1;0;0;40;1;1
"18226";22;1;67234;9;3;4;4;1;1;0;0;60;1;1
"18227";45;1;168038;13;1;5;3;1;1;0;0;32;1;1
"18228";34;1;137814;10;4;4;4;1;1;0;0;45;1;1
"18229";64;1;126233;9;1;5;3;1;1;0;0;20;1;1
"18230";42;2;79036;13;1;10;3;1;1;0;0;65;1;1
"18231";60;2;327474;9;1;4;3;1;1;0;0;70;1;1
"18232";44;1;145160;9;3;2;5;1;1;0;0;58;1;1
"18233";67;NA;37092;4;1;NA;3;1;1;0;0;4;1;1
"18234";45;1;129387;12;2;1;6;1;0;0;0;40;NA;1
"18235";53;2;33304;15;1;6;3;1;1;0;0;38;1;2
"18236";37;1;359001;11;1;11;3;1;1;15024;0;50;1;2
"18237";32;NA;143162;6;1;NA;1;1;0;0;0;40;1;1
"18238";23;1;133515;9;3;3;4;1;0;0;0;35;1;1
"18239";28;1;168901;13;1;6;3;2;1;0;0;40;28;1
"18240";55;1;750972;4;1;2;3;1;1;0;0;41;1;1
"18241";58;1;142924;14;3;9;4;1;0;0;0;24;1;2
"18242";74;3;228075;10;1;5;3;1;1;20051;0;25;1;2
"18243";27;1;91189;9;3;9;2;1;1;0;0;40;1;1
"18244";37;1;290609;9;2;9;6;5;0;0;0;40;1;1
"18245";22;NA;31102;10;3;NA;2;2;0;0;0;4;11;1
"18246";44;2;216921;6;1;3;3;1;1;0;0;70;1;1
"18247";23;1;120046;12;3;9;2;1;1;0;0;40;1;1
"18248";41;1;324629;13;1;5;3;1;1;0;0;40;36;1
"18249";45;1;81132;10;1;1;3;2;1;0;0;55;1;2
"18250";29;1;160279;9;2;8;6;1;1;0;0;40;1;1
"18251";33;1;229732;13;3;4;4;1;1;0;0;45;1;2
"18252";61;5;144723;14;1;5;3;1;1;7298;0;60;1;2
"18253";29;1;148431;12;1;4;1;4;0;7688;0;45;1;2
"18254";22;1;160398;10;3;4;5;1;1;0;0;38;1;1
